ID;DAY;MONTH;YEAR;WEEKDAY;WEEKNUM;WEEKEND_YN;HOUR;MINUTE;BIOMASS_PROD_PLANNED;HYDROPOWER_PROD_PLANNED;WIND_OFFSHORE_PROD_PLANNED;WIND_ONSHORE_PROD_PLANNED;PHOTOVOLTAICS_PROD_PLANNED;OTHER_RENEWABLE_PROD_PLANNED;NUCLEAR_PROD_PLANNED;BROWN_COAL_PROD_PLANNED;BLACK_COAL_PROD_PLANNED;NAT_GAS_PROD_PLANNED;PUMP_STORAGE_PROD_PLANNED;OTHER_CONVENTIONAL_PROD_PLANNED;EN_PROD_PLANNED
2363f798-3983-11eb-947d-f48c50351e47;18;8;2020;2;34;"0";3;15;1122;513;284;1454;0;32;1938;1738;198;650;39;376;8344
235dec5f-3983-11eb-9c10-f48c50351e47;28;9;2020;1;40;"0";1;30;1035;362;1151;4447;0;38;2261;1334;189;666;0;367;11850
237a7bb6-3983-11eb-9503-f48c50351e47;18;8;2020;2;34;"0";3;45;1121;511;285;1401;0;33;1938;1862;207;652;5;376;8391
23bbaa53-3983-11eb-87f9-f48c50351e47;28;9;2020;1;40;"0";1;45;1032;358;1131;4528;0;38;2225;1376;182;665;0;367;11902
2391034f-3983-11eb-adb1-f48c50351e47;18;8;2020;2;34;"0";4;15;1125;506;282;1419;0;33;1939;1969;251;641;0;376;8541
23776c64-3983-11eb-ae85-f48c50351e47;28;9;2020;1;40;"0";2;0;1037;371;1133;4588;0;38;2223;1374;184;644;0;371;11963
2363f799-3983-11eb-9f3e-f48c50351e47;18;8;2020;2;34;"0";21;30;1139;493;977;2254;0;30;1909;2357;133;545;499;376;10712
2382167c-3983-11eb-9619-f48c50351e47;28;9;2020;1;40;"0";2;30;1042;345;1097;4699;0;38;2222;1374;171;647;0;366;12001
237a7bb7-3983-11eb-a9db-f48c50351e47;18;8;2020;2;34;"0";22;30;1134;496;932;2074;0;31;1912;2405;136;542;271;376;10309
235dec60-3983-11eb-bb5a-f48c50351e47;28;9;2020;1;40;"0";3;45;1045;346;1126;4748;0;38;2193;1161;167;581;54;368;11827
2363f79a-3983-11eb-ab80-f48c50351e47;18;8;2020;2;34;"0";22;45;1133;495;926;2001;0;31;1911;2404;136;544;144;376;10101
23b1c044-3983-11eb-b859-f48c50351e47;28;9;2020;1;40;"0";4;0;1041;345;1127;4726;0;38;2194;1140;166;604;53;368;11802
239c874f-3983-11eb-b172-f48c50351e47;18;8;2020;2;34;"0";23;15;1133;479;897;1889;0;31;1920;2405;134;540;157;376;9961
23a8aa79-3983-11eb-890e-f48c50351e47;28;9;2020;1;40;"0";4;15;1041;345;1126;4701;0;38;2193;1136;165;603;22;368;11738
23910350-3983-11eb-afcd-f48c50351e47;18;8;2020;2;34;"0";23;30;1133;494;911;1862;0;31;1921;2353;132;544;199;376;9956
23bbaa54-3983-11eb-bff6-f48c50351e47;28;9;2020;1;40;"0";4;30;1043;350;1114;4697;0;38;2194;1138;164;602;13;368;11721
239c8750-3983-11eb-867d-f48c50351e47;19;8;2020;3;34;"0";0;15;1123;508;913;1780;0;31;1925;1914;177;649;98;376;9494
2382167d-3983-11eb-9303-f48c50351e47;28;9;2020;1;40;"0";4;45;1044;369;1118;4723;0;38;2199;1142;166;603;25;368;11795
238eb411-3983-11eb-b8ff-f48c50351e47;28;9;2020;1;40;"0";5;0;1045;353;1123;4719;0;38;2198;1156;164;603;7;368;11774
23910351-3983-11eb-b225-f48c50351e47;19;8;2020;3;34;"0";1;0;1117;481;885;1785;0;32;1932;1722;213;649;55;380;9251
235dec61-3983-11eb-86c8-f48c50351e47;28;9;2020;1;40;"0";5;15;1048;357;1126;4717;0;38;2196;1155;163;598;4;367;11769
23bce5ae-3983-11eb-ba0a-f48c50351e47;19;8;2020;3;34;"0";1;15;1116;471;886;1805;0;32;1935;1699;243;649;72;380;9288
23b1c045-3983-11eb-b865-f48c50351e47;28;9;2020;1;40;"0";5;30;1045;367;1122;4691;0;38;2193;1157;162;602;3;367;11747
2363f79c-3983-11eb-b5d9-f48c50351e47;19;8;2020;3;34;"0";2;45;1115;461;928;2019;0;31;1881;1670;206;621;25;380;9337
23a8aa7a-3983-11eb-8bb7-f48c50351e47;28;9;2020;1;40;"0";5;45;1049;380;1138;4734;0;38;2215;1172;163;610;22;368;11889
237a7bba-3983-11eb-a57d-f48c50351e47;19;8;2020;3;34;"0";3;30;1112;484;883;2008;0;31;1925;1671;203;675;0;376;9368
23776c67-3983-11eb-8341-f48c50351e47;28;9;2020;1;40;"0";6;0;1052;340;1147;4933;0;38;2251;1232;164;653;19;367;12196
23910352-3983-11eb-b9e6-f48c50351e47;19;8;2020;3;34;"0";5;30;1113;517;876;2284;0;31;1928;2208;237;866;9;380;10449
2369b02b-3983-11eb-81a5-f48c50351e47;28;9;2020;1;40;"0";6;15;1056;352;1156;4983;0;38;2262;1263;165;655;17;367;12314
235dec62-3983-11eb-aa51-f48c50351e47;28;9;2020;1;40;"0";6;30;1056;342;1177;5000;0;38;2261;1287;173;654;20;368;12376
239cf98d-3983-11eb-beb9-f48c50351e47;20;8;2020;4;34;"0";23;30;1134;543;535;832;0;28;1950;3322;640;1629;9;376;10998
2382167f-3983-11eb-873b-f48c50351e47;28;9;2020;1;40;"0";6;45;1056;341;1173;5020;0;38;2262;1351;176;651;35;366;12469
23910353-3983-11eb-9ffd-f48c50351e47;21;8;2020;5;34;"0";20;45;1151;615;147;214;0;33;1962;3461;1323;1818;1373;380;12477
2369b02c-3983-11eb-8f49-f48c50351e47;28;9;2020;1;40;"0";19;15;1054;377;1152;5960;0;38;2285;1766;198;573;1117;365;14885
2363f79e-3983-11eb-b039-f48c50351e47;23;8;2020;7;34;"1";23;30;1132;575;15;1814;0;28;1941;2932;637;1400;26;356;10856
23776c68-3983-11eb-a643-f48c50351e47;28;9;2020;1;40;"0";19;30;1054;372;1155;6028;0;38;2284;1769;202;574;1129;367;14972
23bce5af-3983-11eb-a124-f48c50351e47;23;8;2020;7;34;"1";23;45;1129;561;17;1801;0;28;1937;2866;620;1397;24;362;10742
23bbaa56-3983-11eb-83d9-f48c50351e47;28;9;2020;1;40;"0";19;45;1051;350;1152;6116;0;38;2281;1762;212;574;911;365;14812
23910354-3983-11eb-af56-f48c50351e47;24;8;2020;1;35;"0";0;30;1127;563;24;1733;0;28;1931;2627;535;958;185;356;10067
23821680-3983-11eb-a8fa-f48c50351e47;28;9;2020;1;40;"0";20;0;1055;379;1158;6319;0;38;2267;1698;229;566;1120;365;15194
239cf98f-3983-11eb-a393-f48c50351e47;24;8;2020;1;35;"0";0;45;1125;568;29;1683;0;28;1931;2551;498;923;302;356;9994
235dec63-3983-11eb-ae98-f48c50351e47;28;9;2020;1;40;"0";20;15;1053;378;1173;6394;0;38;2256;1640;231;568;935;365;15031
237a7bbd-3983-11eb-805a-f48c50351e47;24;8;2020;1;35;"0";1;0;1126;577;36;1637;0;28;1941;2566;455;936;232;355;9889
23776c69-3983-11eb-b78e-f48c50351e47;28;9;2020;1;40;"0";20;30;1055;356;1189;6483;0;38;2240;1606;234;568;783;367;14919
23a8aa7c-3983-11eb-bf55-f48c50351e47;28;9;2020;1;40;"0";20;45;1052;354;1210;6511;0;38;2227;1523;228;563;657;365;14728
23910355-3983-11eb-a5d9-f48c50351e47;24;8;2020;1;35;"0";1;15;1126;575;46;1604;0;28;1943;2571;449;931;110;356;9739
238eb414-3983-11eb-9e54-f48c50351e47;28;9;2020;1;40;"0";21;0;1056;365;1224;6530;0;38;2222;1384;227;491;866;365;14768
2363f7a0-3983-11eb-a5b3-f48c50351e47;24;8;2020;1;35;"0";1;45;1123;578;62;1522;0;28;1939;2569;450;926;2;356;9555
235dec64-3983-11eb-a0b6-f48c50351e47;28;9;2020;1;40;"0";21;15;1059;353;1230;6612;0;38;2196;1299;231;482;791;366;14657
237ab556-3983-11eb-a412-f48c50351e47;24;8;2020;1;35;"0";2;15;1125;584;68;1424;0;28;1951;2588;418;927;9;356;9478
2369b02e-3983-11eb-8b11-f48c50351e47;28;9;2020;1;40;"0";21;45;1059;347;1241;6791;0;38;2178;1200;212;482;476;365;14389
23910356-3983-11eb-bf07-f48c50351e47;24;8;2020;1;35;"0";2;30;1126;587;74;1374;0;28;1951;2609;417;927;9;356;9458
23821681-3983-11eb-b573-f48c50351e47;28;9;2020;1;40;"0";22;0;1055;361;1271;6636;0;38;2189;1133;201;481;589;365;14319
23b1c048-3983-11eb-94da-f48c50351e47;30;9;2020;3;40;"0";20;0;1054;368;901;4619;0;38;2226;2091;801;1791;831;368;15088
2363f7a1-3983-11eb-8420-f48c50351e47;24;8;2020;1;35;"0";21;15;1111;519;829;2139;0;28;1927;2988;573;945;512;355;11926
23776c6a-3983-11eb-aa46-f48c50351e47;30;9;2020;3;40;"0";20;30;1053;367;820;4344;0;38;2245;2123;774;1795;622;371;14552
2369b02f-3983-11eb-a9d7-f48c50351e47;30;9;2020;3;40;"0";20;45;1048;313;772;4196;0;38;2257;2129;761;1799;547;371;14231
2358e45c-3983-11eb-9d88-f48c50351e47;24;8;2020;1;35;"0";22;30;1110;541;1025;2492;0;28;1925;2911;447;952;104;356;11891
238eb415-3983-11eb-8fd6-f48c50351e47;30;9;2020;3;40;"0";23;30;1051;312;404;3484;0;36;2285;2017;284;1565;86;367;11891
2363f7a2-3983-11eb-8096-f48c50351e47;24;8;2020;1;35;"0";23;15;1110;531;1056;2488;0;28;1915;2567;426;953;3;356;11433
23b1c049-3983-11eb-a924-f48c50351e47;30;9;2020;3;40;"0";23;45;1049;305;399;3452;0;36;2271;2005;255;1531;89;366;11758
23bbaa58-3983-11eb-91a0-f48c50351e47;1;10;2020;4;40;"0";0;0;1045;310;386;3445;0;37;2282;2045;272;1560;2;367;11751
239cf992-3983-11eb-a616-f48c50351e47;25;8;2020;2;35;"0";0;15;1104;531;929;2395;0;28;1928;2426;469;907;5;362;11084
23776c6b-3983-11eb-969a-f48c50351e47;1;10;2020;4;40;"0";0;15;1046;309;371;3430;0;37;2272;2030;275;1595;0;367;11732
2369b030-3983-11eb-9265-f48c50351e47;1;10;2020;4;40;"0";0;30;1046;315;362;3419;0;37;2270;2036;277;1532;0;368;11662
2358e45d-3983-11eb-93fe-f48c50351e47;25;8;2020;2;35;"0";2;45;1105;553;429;1826;0;28;1931;2281;498;825;6;362;9844
238eb416-3983-11eb-94f9-f48c50351e47;1;10;2020;4;40;"0";0;45;1044;316;345;3396;0;37;2261;2054;276;1537;0;367;11633
2363f7a3-3983-11eb-b132-f48c50351e47;25;8;2020;2;35;"0";3;45;1109;530;325;1601;0;28;1934;2285;466;830;7;362;9477
235dec66-3983-11eb-b995-f48c50351e47;1;10;2020;4;40;"0";1;30;1044;320;319;3249;0;37;2273;2005;257;1556;0;365;11425
23776c6c-3983-11eb-8b9b-f48c50351e47;1;10;2020;4;40;"0";1;45;1045;323;307;3229;0;37;2273;1961;257;1512;0;367;11311
2358e45e-3983-11eb-8654-f48c50351e47;25;8;2020;2;35;"0";4;30;1104;527;276;1503;0;28;1935;2284;458;815;3;362;9295
235dec67-3983-11eb-99b8-f48c50351e47;1;10;2020;4;40;"0";2;0;1046;330;300;3149;0;37;2286;1903;258;1580;0;366;11255
2369b031-3983-11eb-b431-f48c50351e47;1;10;2020;4;40;"0";2;15;1044;316;294;3116;0;37;2287;1911;257;1600;0;366;11228
237ab559-3983-11eb-a57a-f48c50351e47;26;8;2020;3;35;"0";23;15;1088;527;160;1406;0;32;1928;3225;1926;1619;8;376;12295
23821684-3983-11eb-a8ea-f48c50351e47;1;10;2020;4;40;"0";2;45;1048;319;279;3097;0;37;2286;1923;257;1600;5;366;11217
23a8aa80-3983-11eb-a8f3-f48c50351e47;1;10;2020;4;40;"0";3;0;1049;318;266;3131;0;37;2287;1932;259;1600;23;366;11268
2363f7a4-3983-11eb-9164-f48c50351e47;27;8;2020;4;35;"0";0;0;1089;556;186;1304;0;32;1935;3168;1617;1601;29;380;11897
23776c6d-3983-11eb-9ff0-f48c50351e47;1;10;2020;4;40;"0";3;15;1049;316;255;3154;0;37;2285;1941;258;1596;21;366;11278
235dec68-3983-11eb-8735-f48c50351e47;1;10;2020;4;40;"0";4;15;1045;317;231;3369;0;37;2284;2052;363;1523;0;365;11586
2358e45f-3983-11eb-b47e-f48c50351e47;27;8;2020;4;35;"0";1;30;1078;506;190;1141;0;32;1934;3155;1474;1621;0;380;11511
23bbaa5a-3983-11eb-a017-f48c50351e47;1;10;2020;4;40;"0";4;30;1046;316;230;3392;0;38;2284;2090;390;1532;0;367;11685
23b1c04b-3983-11eb-a091-f48c50351e47;1;10;2020;4;40;"0";4;45;1048;331;215;3446;0;38;2285;2122;401;1524;0;367;11777
23910359-3983-11eb-863b-f48c50351e47;27;8;2020;4;35;"0";3;30;1087;527;129;733;0;32;1934;3078;1341;1628;0;362;10851
23a8aa81-3983-11eb-8a15-f48c50351e47;1;10;2020;4;40;"0";5;45;1054;332;230;3715;0;38;2286;2159;646;1701;23;368;12552
238eb418-3983-11eb-b9bd-f48c50351e47;1;10;2020;4;40;"0";6;0;1058;325;256;3882;0;38;2279;2097;710;1719;39;368;12771
239cf995-3983-11eb-ad08-f48c50351e47;29;8;2020;6;35;"1";0;15;1084;492;97;672;0;33;1926;3344;1642;1654;203;380;11527
23776c6e-3983-11eb-a722-f48c50351e47;1;10;2020;4;40;"0";6;30;1064;347;297;4035;0;39;2290;2150;877;1726;260;368;13453
2358e460-3983-11eb-bfda-f48c50351e47;31;8;2020;1;36;"0";3;30;1091;455;335;464;0;30;1936;2669;506;1110;0;376;8972
2369b033-3983-11eb-9c71-f48c50351e47;1;10;2020;4;40;"0";6;45;1066;339;315;4107;0;39;2300;2168;950;1803;566;365;14018
23821686-3983-11eb-8efe-f48c50351e47;1;10;2020;4;40;"0";20;15;1074;333;372;3282;0;38;2282;2284;1024;1894;837;365;13785
237ab55b-3983-11eb-8b9e-f48c50351e47;1;9;2020;2;36;"0";2;45;1022;453;394;2424;0;31;1918;1853;495;974;106;376;10046
23a8aa82-3983-11eb-8a47-f48c50351e47;1;10;2020;4;40;"0";20;30;1073;331;372;3134;0;38;2282;2289;1023;1869;752;365;13528
23776c6f-3983-11eb-a260-f48c50351e47;1;10;2020;4;40;"0";20;45;1069;331;366;3036;0;38;2280;2282;1009;1864;724;365;13364
239cf996-3983-11eb-80b2-f48c50351e47;1;9;2020;2;36;"0";3;15;1021;464;461;2160;0;31;1919;1839;493;990;111;376;9865
238eb419-3983-11eb-8aa1-f48c50351e47;1;10;2020;4;40;"0";21;0;1068;356;397;2925;0;38;2290;2287;1007;1902;733;366;13369
23821687-3983-11eb-afe9-f48c50351e47;1;10;2020;4;40;"0";21;15;1065;339;431;2880;0;38;2284;2282;981;1914;538;367;13119
2358e461-3983-11eb-99a6-f48c50351e47;1;9;2020;2;36;"0";3;30;1024;438;497;2112;0;31;1919;1841;466;991;105;376;9800
23b1c04d-3983-11eb-9302-f48c50351e47;1;10;2020;4;40;"0";21;30;1063;332;438;2780;0;38;2282;2281;957;1906;396;365;12838
2363f7a7-3983-11eb-9415-f48c50351e47;1;9;2020;2;36;"0";4;15;1024;442;618;2046;0;31;1928;1907;466;962;18;376;9818
23a8aa83-3983-11eb-aed9-f48c50351e47;1;10;2020;4;40;"0";21;45;1064;329;466;2649;0;38;2281;2273;945;1862;332;366;12605
23bbaa5c-3983-11eb-8fe1-f48c50351e47;1;10;2020;4;40;"0";22;0;1064;343;509;2548;0;38;2290;2277;889;1840;375;366;12539
2391035b-3983-11eb-8bc4-f48c50351e47;1;9;2020;2;36;"0";21;15;1044;433;863;1532;0;31;1914;2869;412;1310;302;376;11086
238eb41a-3983-11eb-ae8a-f48c50351e47;1;10;2020;4;40;"0";22;15;1063;323;571;2435;0;38;2286;2271;837;1840;195;367;12226
2369b035-3983-11eb-81c2-f48c50351e47;1;10;2020;4;40;"0";22;30;1061;322;584;2411;0;38;2288;2273;777;1837;202;368;12161
237ab55d-3983-11eb-868b-f48c50351e47;1;9;2020;2;36;"0";22;0;1041;436;794;1441;0;31;1927;2880;407;1323;388;376;11044
23b1c04e-3983-11eb-bd48-f48c50351e47;1;10;2020;4;40;"0";22;45;1061;315;569;2403;0;38;2284;2270;732;1818;71;368;11929
23821688-3983-11eb-9b65-f48c50351e47;1;10;2020;4;40;"0";23;0;1058;339;545;2420;0;38;2291;2281;629;1757;236;367;11961
239cf998-3983-11eb-87b7-f48c50351e47;1;9;2020;2;36;"0";22;15;1042;428;865;1412;0;31;1924;2882;406;1317;204;376;10887
23776c71-3983-11eb-8926-f48c50351e47;1;10;2020;4;40;"0";23;15;1059;324;601;2500;0;38;2284;2267;594;1734;40;367;11808
2358e463-3983-11eb-ab81-f48c50351e47;2;9;2020;3;36;"0";3;15;1026;468;546;1848;0;31;1871;1836;484;1048;0;376;9534
238eb41b-3983-11eb-b8f6-f48c50351e47;1;10;2020;4;40;"0";23;30;1059;326;616;2603;0;38;2284;2265;566;1683;35;367;11842
2391035c-3983-11eb-94e5-f48c50351e47;2;9;2020;3;36;"0";5;30;1036;480;652;1932;0;31;1927;2359;896;1395;0;376;11084
23b1c04f-3983-11eb-929b-f48c50351e47;1;10;2020;4;40;"0";23;45;1054;324;572;2612;0;38;2280;2270;528;1665;32;367;11742
239cf999-3983-11eb-8a2f-f48c50351e47;2;9;2020;3;36;"0";20;30;1115;562;952;601;0;34;1948;3318;1357;1665;1080;380;13012
2369b036-3983-11eb-995e-f48c50351e47;2;10;2020;5;40;"0";0;0;1053;342;656;2567;0;38;2292;2287;449;1681;7;365;11737
2358e464-3983-11eb-a80c-f48c50351e47;3;9;2020;4;36;"0";1;0;1100;534;1155;1111;0;32;1962;2480;472;1438;6;376;10666
23821689-3983-11eb-a21b-f48c50351e47;2;10;2020;5;40;"0";0;15;1056;328;738;2574;0;39;2286;2268;405;1696;0;368;11758
23bce5b5-3983-11eb-b816-f48c50351e47;3;9;2020;4;36;"0";2;15;1106;523;1225;1651;0;32;1955;2096;440;1331;0;376;10735
238eb41c-3983-11eb-80c5-f48c50351e47;2;10;2020;5;40;"0";19;30;1076;376;1112;4188;0;39;2307;2531;1240;1880;706;365;15820
2363f7aa-3983-11eb-bde3-f48c50351e47;3;9;2020;4;36;"0";5;0;1105;510;1188;2383;0;32;1959;2251;442;1325;0;376;11571
23a8aa85-3983-11eb-bf26-f48c50351e47;2;10;2020;5;40;"0";20;45;1080;379;1127;4666;0;39;2247;2488;974;1785;87;365;15237
239cf99a-3983-11eb-94a4-f48c50351e47;4;9;2020;5;36;"0";2;0;1098;515;999;1104;0;31;1950;2451;400;1553;0;362;10463
235dec6e-3983-11eb-8d76-f48c50351e47;2;10;2020;5;40;"0";21;0;1081;377;1121;4769;0;39;2264;2442;880;1711;87;365;15136
23b1c050-3983-11eb-acfe-f48c50351e47;2;10;2020;5;40;"0";23;15;1075;371;1088;5186;0;39;2235;2110;683;1182;13;365;14347
237ab560-3983-11eb-ad93-f48c50351e47;4;9;2020;5;36;"0";21;15;1104;457;808;3138;0;31;1945;3039;533;1650;669;356;13730
2382168a-3983-11eb-83bf-f48c50351e47;3;10;2020;6;40;"1";1;30;1069;406;661;5410;0;46;2275;1755;471;1166;0;367;13626
239cf99b-3983-11eb-8221-f48c50351e47;5;9;2020;6;36;"1";0;15;1090;476;669;2715;0;31;1947;2155;345;1369;0;355;11152
23bbaa5f-3983-11eb-a554-f48c50351e47;5;10;2020;1;41;"0";0;45;1131;363;760;4028;0;39;2313;2553;433;1329;0;371;13320
23bce5b6-3983-11eb-baeb-f48c50351e47;5;9;2020;6;36;"1";0;30;1093;488;572;2741;0;31;1947;2113;348;1334;0;355;11022
235dec6f-3983-11eb-890d-f48c50351e47;5;10;2020;1;41;"0";1;0;1132;368;754;4008;0;39;2316;2555;442;1366;8;371;13359
237ab561-3983-11eb-b3c7-f48c50351e47;5;9;2020;6;36;"1";0;45;1092;487;599;2673;0;31;1946;2032;346;1327;14;356;10903
2369b038-3983-11eb-93db-f48c50351e47;5;10;2020;1;41;"0";1;15;1126;363;713;4057;0;39;2314;2532;442;1352;9;371;13318
2358e467-3983-11eb-a33c-f48c50351e47;5;9;2020;6;36;"1";1;0;1090;490;626;2609;0;31;1952;1875;340;1323;0;355;10691
23b1c051-3983-11eb-ae3d-f48c50351e47;5;10;2020;1;41;"0";2;45;1132;365;729;4039;0;39;2311;2371;456;1294;0;371;13107
2363f7ac-3983-11eb-8dff-f48c50351e47;5;9;2020;6;36;"1";1;15;1090;457;688;2513;0;31;1950;1835;328;1315;0;355;10562
2382168b-3983-11eb-a223-f48c50351e47;5;10;2020;1;41;"0";3;0;1133;365;733;4076;0;39;2309;2320;455;1257;0;371;13058
235dec70-3983-11eb-b9fd-f48c50351e47;5;10;2020;1;41;"0";3;30;1134;371;753;4120;0;39;2300;2336;436;1195;0;368;13052
23910360-3983-11eb-af3f-f48c50351e47;5;9;2020;6;36;"1";1;30;1090;463;820;2461;0;31;1941;1821;322;1280;0;355;10584
23bbaa60-3983-11eb-afd0-f48c50351e47;5;10;2020;1;41;"0";3;45;1136;363;750;4132;0;39;2290;2331;434;1194;0;368;13037
23bce5b7-3983-11eb-af3f-f48c50351e47;5;9;2020;6;36;"1";1;45;1092;460;870;2472;0;31;1938;1743;317;1271;0;356;10550
2369b039-3983-11eb-afd4-f48c50351e47;5;10;2020;1;41;"0";4;0;1136;381;767;4142;0;39;2285;2263;434;1163;0;368;12978
239cf99d-3983-11eb-9fa5-f48c50351e47;5;9;2020;6;36;"1";2;15;1095;472;813;2413;0;31;1941;1665;319;1356;0;356;10461
238eb41f-3983-11eb-bba8-f48c50351e47;5;10;2020;1;41;"0";4;15;1141;380;762;4163;0;39;2284;2239;439;1159;0;366;12972
23910361-3983-11eb-ad1b-f48c50351e47;5;9;2020;6;36;"1";5;15;1099;499;1023;2993;0;31;1917;1991;344;1258;0;355;11510
2382168c-3983-11eb-aa7f-f48c50351e47;5;10;2020;1;41;"0";4;45;1137;386;758;4179;0;39;2282;2266;443;1166;0;371;13027
2363f7ae-3983-11eb-8a3e-f48c50351e47;5;9;2020;6;36;"1";5;45;1105;497;1031;3035;0;31;1926;2321;352;1322;0;355;11975
23a8aa88-3983-11eb-9caa-f48c50351e47;5;10;2020;1;41;"0";5;0;1141;389;771;4219;0;39;2279;2320;452;1182;0;371;13163
237ab564-3983-11eb-876b-f48c50351e47;5;9;2020;6;36;"1";20;30;1114;506;1047;3467;0;31;1901;3072;436;1595;541;362;14072
23776c75-3983-11eb-b4fb-f48c50351e47;5;10;2020;1;41;"0";5;45;1149;379;766;4203;0;39;2283;2350;454;1221;0;368;13212
23bbaa61-3983-11eb-81b5-f48c50351e47;5;10;2020;1;41;"0";6;15;1151;391;796;4159;0;39;2290;2428;451;1222;0;366;13293
23bce5b8-3983-11eb-9886-f48c50351e47;5;9;2020;6;36;"1";21;0;1114;521;1066;3361;0;31;1901;3060;451;1565;363;362;13795
238eb420-3983-11eb-b1e4-f48c50351e47;5;10;2020;1;41;"0";6;30;1154;398;768;4179;0;39;2299;2462;458;1235;0;367;13359
23910362-3983-11eb-afed-f48c50351e47;5;9;2020;6;36;"1";21;30;1111;476;1026;3245;0;31;1895;3007;423;1521;81;362;13178
235dec72-3983-11eb-8b77-f48c50351e47;5;10;2020;1;41;"0";6;45;1154;389;744;4083;0;39;2304;2501;492;1265;8;367;13346
239cf99f-3983-11eb-a6f4-f48c50351e47;5;9;2020;6;36;"1";22;15;1110;461;906;2916;0;31;1903;2900;398;1524;352;362;12863
23776c76-3983-11eb-a3c1-f48c50351e47;5;10;2020;1;41;"0";7;0;1159;390;762;4004;0;39;2312;2548;527;1348;42;368;13499
2363f7b0-3983-11eb-a1a2-f48c50351e47;5;9;2020;6;36;"1";23;15;1105;457;866;2800;0;31;1895;2621;353;1458;0;355;11941
23b1c053-3983-11eb-bc64-f48c50351e47;5;10;2020;1;41;"0";19;15;1184;436;521;1112;0;39;2323;2780;1099;1564;832;368;12258
237ab566-3983-11eb-be31-f48c50351e47;5;9;2020;6;36;"1";23;30;1109;464;877;2743;0;31;1911;2566;338;1451;41;356;11887
2369b03b-3983-11eb-a79c-f48c50351e47;5;10;2020;1;41;"0";19;30;1178;432;539;1182;0;39;2320;2770;1104;1542;828;366;12300
2363f7b1-3983-11eb-97ba-f48c50351e47;5;9;2020;6;36;"1";23;45;1107;463;922;2753;0;31;1928;2429;310;1436;87;355;11821
23bbaa62-3983-11eb-afdb-f48c50351e47;5;10;2020;1;41;"0";20;0;1179;458;557;1337;0;39;2322;2778;1169;1510;1000;371;12720
23910364-3983-11eb-97c0-f48c50351e47;6;9;2020;7;36;"1";22;0;1142;489;723;1824;0;29;1959;2616;390;1564;398;355;11489
23a8aa8a-3983-11eb-8ad2-f48c50351e47;5;10;2020;1;41;"0";20;30;1173;444;647;1363;0;39;2319;2768;1210;1484;705;371;12523
237ab567-3983-11eb-ae6b-f48c50351e47;6;9;2020;7;36;"1";22;45;1141;466;686;2007;0;29;1954;2614;394;1562;57;356;11266
23776c77-3983-11eb-8a05-f48c50351e47;5;10;2020;1;41;"0";20;45;1175;453;659;1421;0;39;2320;2768;1208;1441;522;371;12377
2358e46c-3983-11eb-86cf-f48c50351e47;7;9;2020;1;37;"0";20;0;1148;526;719;171;0;31;1956;2680;455;1412;715;356;10169
23bbaa63-3983-11eb-a20d-f48c50351e47;5;10;2020;1;41;"0";21;0;1172;457;688;1474;0;39;2323;2775;1182;1360;444;371;12285
239cf9a1-3983-11eb-8c93-f48c50351e47;7;9;2020;1;37;"0";20;30;1148;520;715;158;0;31;1957;2670;455;1403;603;355;10015
23a8aa8b-3983-11eb-8f9b-f48c50351e47;5;10;2020;1;41;"0";21;30;1171;458;729;1564;0;39;2324;2750;1117;1358;243;371;12124
2382168e-3983-11eb-acad-f48c50351e47;5;10;2020;1;41;"0";22;0;1166;460;806;1525;0;39;2317;2739;1066;1359;172;371;12020
2358e46d-3983-11eb-8f16-f48c50351e47;7;9;2020;1;37;"0";20;45;1143;500;694;164;0;31;1959;2666;462;1402;521;356;9898
238eb422-3983-11eb-b85c-f48c50351e47;5;10;2020;1;41;"0";22;15;1167;461;864;1535;0;39;2317;2743;1024;1385;43;371;11949
2363f7b3-3983-11eb-becd-f48c50351e47;7;9;2020;1;37;"0";21;0;1143;499;684;183;0;31;1962;2702;470;1409;572;356;10011
23776c78-3983-11eb-896c-f48c50351e47;5;10;2020;1;41;"0";22;30;1166;460;904;1526;0;39;2318;2749;971;1390;57;371;11951
23910366-3983-11eb-9d8e-f48c50351e47;7;9;2020;1;37;"0";21;15;1145;492;678;185;0;31;1960;2698;500;1405;411;356;9861
235dec75-3983-11eb-841d-f48c50351e47;5;10;2020;1;41;"0";22;45;1164;460;909;1570;0;39;2308;2739;844;1385;33;371;11822
23a8aa8c-3983-11eb-bf5d-f48c50351e47;5;10;2020;1;41;"0";23;30;1159;455;880;1676;0;39;2296;2747;652;1308;47;371;11630
237ab569-3983-11eb-997f-f48c50351e47;7;9;2020;1;37;"0";22;15;1140;508;653;243;0;31;1962;2681;511;1423;222;356;9730
23bbaa64-3983-11eb-aefa-f48c50351e47;6;10;2020;2;41;"0";0;30;1148;456;841;1729;0;39;2288;2655;558;1249;20;371;11354
239cf9a3-3983-11eb-8d9d-f48c50351e47;7;9;2020;1;37;"0";22;30;1138;502;663;244;0;31;1963;2683;503;1416;221;356;9720
2369b03d-3983-11eb-8f63-f48c50351e47;6;10;2020;2;41;"0";1;0;1144;469;842;1762;0;39;2294;2563;537;1355;31;371;11407
23776c79-3983-11eb-b2a6-f48c50351e47;6;10;2020;2;41;"0";1;15;1142;457;849;1787;0;39;2293;2509;537;1367;3;371;11354
